Date,Price,Open,High,Low,Vol.,Change %
01/30/22,"37,917.70","38,167.50","38,313.30","37,390.60",34.10K,-0.66%
01/29/22,"38,170.80","37,736.50","38,663.70","37,350.20",42.77K,1.13%
01/28/22,"37,745.10","37,195.60","37,995.90","36,176.50",69.45K,1.56%
01/27/22,"37,164.30","36,800.10","37,215.40","35,543.20",83.52K,0.99%
01/26/22,"36,800.40","36,962.30","38,862.60","36,280.00",107.87K,-0.41%
01/25/22,"36,950.60","36,691.30","37,501.80","35,729.30",79.68K,0.72%
01/24/22,"36,686.30","36,268.60","37,424.00","32,985.60",153.77K,1.15%
01/23/22,"36,269.50","35,072.90","36,513.00","34,655.20",70.43K,3.40%
01/22/22,"35,075.20","36,467.70","36,749.80","34,116.00",138.09K,-3.84%
01/21/22,"36,475.50","40,698.10","41,104.60","35,503.90",155.80K,-10.41%
01/20/22,"40,715.90","41,683.60","43,487.10","40,568.30",65.28K,-2.31%
01/19/22,"41,677.80","42,365.30","42,558.00","41,160.90",53.77K,-1.62%
01/18/22,"42,364.60","42,209.90","42,674.20","41,300.70",47.32K,0.37%
01/17/22,"42,209.30","43,080.50","43,179.60","41,559.40",41.44K,-2.02%
01/16/22,"43,079.10","43,079.20","43,462.00","42,643.30",28.66K,-0.04%
01/15/22,"43,097.00","43,073.60","43,777.90","42,586.10",31.44K,0.06%
01/14/22,"43,073.30","42,562.20","43,435.10","41,848.70",50.50K,1.21%
01/13/22,"42,560.00","43,900.00","44,404.70","42,337.50",53.42K,-3.05%
01/12/22,"43,901.00","42,735.00","44,243.60","42,476.70",53.95K,2.73%
01/11/22,"42,733.20","41,829.10","43,090.20","41,287.60",61.78K,2.15%
01/10/22,"41,832.20","41,848.90","42,243.80","39,697.00",85.50K,-0.04%
01/09/22,"41,848.30","41,681.20","42,764.40","41,260.90",37.51K,0.42%
01/08/22,"41,672.00","41,551.30","42,304.40","40,574.30",52.54K,0.30%
01/07/22,"41,546.70","43,097.90","43,127.70","40,810.00",88.36K,-3.60%
01/06/22,"43,097.50","43,431.60","43,772.30","42,481.10",63.08K,-0.76%
01/05/22,"43,425.90","45,833.10","47,019.40","42,535.10",83.74K,-5.26%
01/04/22,"45,837.30","46,435.70","47,505.40","45,602.10",55.59K,-1.28%
01/03/22,"46,430.20","47,293.90","47,556.00","45,704.00",41.06K,-1.86%
01/02/22,"47,311.80","47,738.70","47,944.90","46,718.20",27.02K,-0.89%
01/01/22,"47,738.00","46,217.50","47,917.60","46,217.50",31.24K,3.29%
12/31/21,"46,219.50","47,123.30","48,553.90","45,693.60",58.18K,-1.92%
12/30/21,"47,123.30","46,470.70","47,901.40","46,003.00",60.96K,1.42%
12/29/21,"46,461.70","47,548.40","48,121.70","46,127.80",63.92K,-2.28%
12/28/21,"47,545.20","50,703.40","50,703.80","47,345.70",74.39K,-6.18%
12/27/21,"50,678.20","50,783.60","52,016.30","50,459.00",43.90K,-0.20%
12/26/21,"50,779.90","50,404.00","51,247.00","49,527.00",32.34K,0.74%
12/25/21,"50,406.40","50,789.60","51,140.20","50,196.80",26.67K,-0.75%
12/24/21,"50,786.10","50,807.40","51,795.30","50,428.40",45.97K,-0.03%
12/23/21,"50,801.00","48,599.60","51,355.60","48,053.40",56.24K,4.53%
12/22/21,"48,599.70","48,898.70","49,540.30","48,449.70",40.89K,-0.62%
12/21/21,"48,902.00","46,900.10","49,306.10","46,654.00",57.88K,4.28%
12/20/21,"46,895.20","46,703.40","47,488.90","45,577.30",57.53K,0.41%
12/19/21,"46,704.50","46,855.70","48,270.20","46,438.40",44.05K,-0.32%
12/18/21,"46,856.20","46,171.80","47,330.20","45,513.40",36.93K,1.48%
12/17/21,"46,172.20","47,630.40","47,997.20","45,523.80",67.50K,-3.06%
12/16/21,"47,628.20","48,876.60","49,387.80","47,543.90",48.20K,-2.54%
12/15/21,"48,871.50","48,366.20","49,477.90","46,572.60",80.28K,1.04%
12/14/21,"48,366.50","46,709.80","48,635.00","46,338.30",62.54K,3.56%
12/13/21,"46,703.60","50,075.90","50,196.10","45,848.20",80.37K,-6.74%
12/12/21,"50,081.00","49,332.50","50,779.20","48,670.50",40.30K,1.55%
12/11/21,"49,314.50","47,138.40","49,487.00","46,834.00",45.23K,4.62%
12/10/21,"47,137.20","47,591.70","49,974.80","47,007.10",68.06K,-0.97%
12/09/21,"47,596.60","50,477.60","50,790.20","47,341.90",58.69K,-5.70%
12/08/21,"50,473.90","50,596.60","51,204.70","48,700.70",55.59K,-0.24%
12/07/21,"50,595.20","50,547.40","51,918.60","50,070.90",56.29K,0.07%
12/06/21,"50,562.10","49,412.10","50,913.30","47,237.90",89.68K,2.34%
12/05/21,"49,405.50","49,196.40","49,689.30","47,797.80",72.03K,0.43%
12/04/21,"49,195.20","53,620.70","53,847.20","42,587.80",168.00K,-8.27%
12/03/21,"53,631.50","56,495.20","57,543.60","52,008.90",89.20K,-5.07%
12/02/21,"56,496.00","57,207.80","57,377.50","55,807.90",54.94K,-1.25%
12/01/21,"57,210.30","56,891.70","59,064.30","56,496.50",66.75K,0.58%
11/30/21,"56,882.90","57,795.20","59,174.40","55,936.90",73.66K,-1.58%
11/29/21,"57,794.80","57,288.10","58,855.20","56,726.70",58.65K,0.88%
11/28/21,"57,291.50","54,758.00","57,392.30","53,448.30",49.28K,4.61%
11/27/21,"54,765.90","53,747.20","55,280.30","53,654.30",40.71K,1.93%
11/26/21,"53,730.90","58,937.30","59,151.10","53,533.50",104.03K,-8.83%
11/25/21,"58,935.10","57,167.10","59,387.30","57,029.80",56.79K,3.08%
11/24/21,"57,171.70","57,559.40","57,697.40","55,910.60",56.68K,-0.70%
11/23/21,"57,573.20","56,304.80","57,855.10","55,542.50",72.48K,2.25%
11/22/21,"56,308.80","58,719.70","59,288.30","55,656.80",76.45K,-4.10%
11/21/21,"58,714.30","59,724.00","60,002.60","58,528.30",40.98K,-1.68%
11/20/21,"59,717.60","58,080.80","59,854.60","57,435.30",44.53K,2.81%
11/19/21,"58,083.40","56,908.30","58,335.90","55,626.30",74.44K,1.98%
11/18/21,"56,955.30","60,368.20","60,936.90","56,524.40",100.37K,-5.65%
11/17/21,"60,367.80","60,074.20","60,814.50","58,531.90",73.93K,0.46%
11/16/21,"60,089.10","63,605.10","63,605.60","58,655.90",115.36K,-5.52%
11/15/21,"63,597.90","65,514.90","66,311.20","63,439.50",53.53K,-2.92%
11/14/21,"65,508.20","64,397.20","65,508.20","63,608.30",33.98K,1.72%
11/13/21,"64,398.60","64,133.30","64,906.00","63,381.40",30.34K,0.41%
11/12/21,"64,134.50","64,782.60","65,449.70","62,309.70",63.27K,-1.04%
11/11/21,"64,806.70","64,922.80","65,583.30","64,121.90",50.37K,-0.19%
11/10/21,"64,932.60","66,942.60","68,990.60","62,951.30",96.21K,-2.95%
11/09/21,"66,904.40","67,528.70","68,493.30","66,334.90",66.13K,-0.92%
11/08/21,"67,527.90","63,276.40","67,763.30","63,276.40",81.08K,6.72%
11/07/21,"63,273.20","61,483.80","63,273.20","61,347.20",34.34K,2.91%
11/06/21,"61,483.90","60,973.20","61,543.20","60,093.60",34.89K,0.84%
11/05/21,"60,974.30","61,411.50","62,560.30","60,742.40",44.46K,-0.71%
11/04/21,"61,412.60","62,915.40","63,077.60","60,742.90",49.91K,-2.39%
11/03/21,"62,918.50","63,223.50","63,508.60","60,883.00",61.05K,-0.48%
11/02/21,"63,221.70","60,912.20","64,256.40","60,651.50",65.26K,3.79%
11/01/21,"60,915.30","61,310.10","62,430.10","59,612.70",61.21K,-0.64%
10/31/21,"61,309.60","61,842.20","62,393.70","60,005.70",50.06K,-0.86%
10/30/21,"61,840.10","62,245.00","62,338.50","60,786.00",40.51K,-0.65%
10/29/21,"62,242.80","60,579.90","62,952.20","60,322.20",63.39K,2.74%
10/28/21,"60,582.50","58,437.20","62,251.30","58,128.10",88.47K,3.67%
10/27/21,"58,438.10","60,312.50","61,452.90","58,112.60",88.11K,-3.11%
10/26/21,"60,310.80","63,067.50","63,275.10","59,907.30",57.13K,-4.37%
10/25/21,"63,067.00","60,864.30","63,694.80","60,655.80",51.06K,3.62%
10/24/21,"60,866.50","61,308.20","61,469.90","59,523.70",42.67K,-0.73%
10/23/21,"61,312.50","60,693.20","61,728.70","59,738.30",37.05K,1.03%
10/22/21,"60,690.30","62,200.80","63,699.70","60,055.70",75.69K,-2.44%
10/21/21,"62,210.20","66,004.60","66,616.90","62,092.10",105.38K,-5.71%
10/20/21,"65,979.10","64,276.90","66,967.10","63,543.70",79.87K,2.65%
10/19/21,"64,278.50","62,030.20","64,454.00","61,451.00",80.16K,3.58%
10/18/21,"62,056.30","61,525.80","62,623.60","60,026.90",80.15K,0.86%
10/17/21,"61,527.50","60,865.50","61,651.40","59,143.40",53.39K,1.09%
10/16/21,"60,861.10","61,669.20","62,329.20","60,161.90",49.93K,-1.32%
10/15/21,"61,672.50","57,348.20","62,892.80","56,874.80",121.48K,7.54%
10/14/21,"57,345.80","57,370.40","58,506.50","56,866.80",59.84K,-0.06%
10/13/21,"57,380.10","56,014.50","57,697.40","54,314.40",73.62K,2.44%
10/12/21,"56,015.90","57,480.60","57,635.70","54,155.40",74.85K,-2.54%
10/11/21,"57,477.30","54,686.90","57,814.10","54,457.80",73.84K,5.10%
10/10/21,"54,687.70","54,942.50","56,432.20","54,100.80",104.43K,-0.46%
10/09/21,"54,942.50","53,924.10","55,430.80","53,711.70",64.65K,1.91%
10/08/21,"53,914.70","53,785.50","55,977.90","53,659.30",64.05K,0.24%
10/07/21,"53,783.90","55,325.20","55,325.60","53,476.40",75.68K,-2.78%
10/06/21,"55,323.20","51,470.00","55,676.10","50,439.50",116.26K,7.49%
10/05/21,"51,469.30","49,229.50","51,872.40","49,060.10",76.63K,4.55%
10/04/21,"49,227.30","48,200.40","49,481.70","46,958.60",66.92K,2.13%
10/03/21,"48,200.10","47,665.40","49,165.20","47,123.00",42.41K,1.12%
10/02/21,"47,666.90","48,147.20","48,306.90","47,451.70",39.82K,-1.00%
10/01/21,"48,146.00","43,824.40","48,435.20","43,292.90",94.66K,9.86%
09/30/21,"43,823.30","41,534.50","44,101.20","41,416.70",64.32K,5.50%
09/29/21,"41,536.80","41,023.10","42,571.20","40,815.00",48.21K,1.25%
09/28/21,"41,022.30","42,169.90","42,758.80","40,906.40",60.01K,-2.73%
09/27/21,"42,172.60","43,200.90","44,293.20","42,143.90",54.12K,-2.39%
09/26/21,"43,203.40","42,685.80","43,907.30","40,786.60",69.91K,1.21%
09/25/21,"42,686.80","42,818.70","42,959.30","41,714.50",46.35K,-0.31%
09/24/21,"42,819.90","44,867.40","45,112.00","40,908.50",128.88K,-4.57%
09/23/21,"44,869.20","43,550.70","44,949.80","43,090.10",74.54K,3.03%
09/22/21,"43,551.60","40,660.80","43,976.70","40,585.70",93.98K,7.13%
09/21/21,"40,651.30","43,012.30","43,619.30","39,646.80",142.55K,-5.18%
09/20/21,"42,870.60","47,240.80","47,323.90","42,547.10",77.96K,-9.25%
09/19/21,"47,238.70","48,299.90","48,341.90","46,866.60",41.98K,-2.21%
09/18/21,"48,306.70","47,283.90","48,761.00","47,070.50",43.64K,2.17%
09/17/21,"47,282.80","47,748.20","48,155.90","46,788.80",50.16K,-0.97%
09/16/21,"47,748.00","48,132.30","48,480.60","47,040.30",60.91K,-0.80%
09/15/21,"48,130.60","47,070.80","48,436.50","46,743.90",63.40K,2.24%
09/14/21,"47,077.50","44,950.20","47,247.60","44,718.70",65.33K,4.73%
09/13/21,"44,949.50","46,060.80","46,807.70","43,463.20",96.15K,-2.42%
09/12/21,"46,062.30","45,162.60","46,386.40","44,755.20",44.52K,1.99%
09/11/21,"45,161.90","44,844.90","45,975.60","44,766.60",41.58K,0.71%
09/10/21,"44,842.80","46,385.90","47,021.60","44,283.60",75.62K,-3.33%
09/09/21,"46,385.60","46,057.60","47,305.70","45,609.00",73.63K,0.70%
09/08/21,"46,061.40","46,774.10","47,316.90","44,493.70",100.48K,-1.54%
09/07/21,"46,779.60","52,674.20","52,885.30","43,072.40",187.56K,-11.19%
09/06/21,"52,672.10","51,769.40","52,726.20","51,002.80",69.46K,1.75%
09/05/21,"51,768.60","49,918.70","51,878.20","49,492.40",57.30K,3.71%
09/04/21,"49,918.40","49,999.30","50,534.60","49,461.40",48.14K,-0.16%
09/03/21,"49,999.00","49,269.50","51,008.80","48,377.30",88.08K,1.47%
09/02/21,"49,274.30","48,817.80","50,355.30","48,612.90",80.21K,0.93%
09/01/21,"48,819.40","47,129.20","49,121.00","46,533.10",74.38K,3.58%
08/31/21,"47,130.40","46,989.10","48,217.00","46,709.30",71.48K,0.29%
08/30/21,"46,992.70","48,777.10","48,886.00","46,876.90",61.68K,-3.66%
08/29/21,"48,777.40","48,899.70","49,621.70","47,870.10",47.62K,-0.24%
08/28/21,"48,897.10","49,062.80","49,289.40","48,428.50",36.73K,-0.34%
08/27/21,"49,064.30","46,830.20","49,142.00","46,371.50",62.47K,4.77%
08/26/21,"46,831.60","48,994.40","49,347.80","46,360.40",73.79K,-4.41%
08/25/21,"48,994.50","47,707.40","49,230.20","47,163.30",63.54K,2.68%
08/24/21,"47,714.70","49,532.50","49,847.40","47,623.60",74.26K,-3.68%
08/23/21,"49,539.70","49,255.40","50,498.80","49,038.60",75.37K,0.58%
08/22/21,"49,254.50","48,870.40","49,480.30","48,151.00",49.32K,0.77%
08/21/21,"48,875.80","49,330.00","49,719.10","48,293.50",18.20K,-0.91%
08/20/21,"49,324.00","46,756.70","49,343.30","46,646.80",83.19K,5.49%
08/19/21,"46,755.90","44,725.90","47,012.30","43,986.70",77.92K,4.54%
08/18/21,"44,723.80","44,691.10","46,004.90","44,230.00",22.36K,0.07%
08/17/21,"44,691.60","45,907.50","47,140.60","44,441.30",84.14K,-2.84%
08/16/21,"45,996.30","46,991.60","48,002.40","45,672.10",2.41K,-2.12%
08/15/21,"46,991.30","47,082.60","47,344.10","45,564.10",58.11K,-0.19%
08/14/21,"47,081.50","47,809.60","48,090.90","46,117.20",64.29K,-1.52%
08/13/21,"47,809.10","44,404.00","47,836.00","44,242.40",75.27K,7.67%
08/12/21,"44,403.40","45,562.30","46,213.80","43,814.70",81.07K,-2.55%
08/11/21,"45,564.30","45,593.20","46,736.50","45,367.90",75.43K,-0.06%
08/10/21,"45,593.80","46,281.80","46,663.40","44,681.20",80.55K,-1.49%
08/09/21,"46,284.30","43,794.90","46,460.70","42,824.10",117.08K,5.69%
08/08/21,"43,792.80","44,584.90","45,284.10","43,314.40",105.25K,-1.84%
08/07/21,"44,614.20","42,784.70","44,697.30","42,611.00",112.84K,4.25%
08/06/21,"42,795.40","40,868.40","43,253.40","39,905.40",111.93K,4.72%
08/05/21,"40,867.20","39,734.40","41,366.30","37,365.40",130.60K,2.84%
08/04/21,"39,736.90","38,188.40","39,956.50","37,556.00",79.22K,4.21%
08/03/21,"38,130.30","39,167.40","39,766.60","37,688.20",0.26K,-2.65%
08/02/21,"39,168.40","39,869.80","40,449.00","38,692.50",74.81K,-1.78%
08/01/21,"39,878.30","41,510.00","42,565.00","39,556.50",80.33K,-4.03%
07/31/21,"41,553.70","42,201.40","42,285.30","41,066.40",44.65K,-1.54%
07/30/21,"42,203.40","40,001.10","42,264.40","38,358.40",98.45K,5.50%
07/29/21,"40,001.40","40,009.00","40,630.70","39,340.80",75.30K,0.00%
07/28/21,"40,003.20","39,450.40","40,862.20","38,883.80",148.92K,1.40%
07/27/21,"39,452.00","37,294.30","39,455.90","36,427.40",100.24K,5.84%
07/26/21,"37,276.60","35,392.30","40,522.90","35,236.70",177.63K,5.33%
07/25/21,"35,391.10","34,392.50","35,391.10","33,881.30",65.10K,4.63%
07/24/21,"33,824.80","33,600.50","33,955.00","33,412.90",67.14K,0.66%
07/23/21,"33,603.30","32,297.90","33,605.60","32,041.10",66.15K,4.04%
07/22/21,"32,298.90","32,131.70","32,585.40","31,729.40",64.87K,0.52%
07/21/21,"32,131.40","29,794.70","32,794.60","29,519.30",118.34K,7.85%
07/20/21,"29,793.80","30,835.40","31,040.80","29,310.20",97.46K,-3.38%
07/19/21,"30,837.20","31,782.90","31,887.00","30,478.20",77.48K,-2.98%
07/18/21,"31,785.40","31,517.90","32,408.20","31,220.60",57.01K,0.85%
07/17/21,"31,518.60","31,384.40","31,914.80","31,207.80",58.06K,0.40%
07/16/21,"31,394.00","31,842.30","32,239.80","31,062.20",70.48K,-1.40%
07/15/21,"31,840.50","32,820.50","33,157.00","31,175.80",76.95K,-2.99%
07/14/21,"32,820.70","32,727.80","33,051.90","31,611.20",69.56K,0.28%
07/13/21,"32,728.10","33,106.10","33,307.70","32,259.50",60.04K,-1.16%
07/12/21,"33,113.00","34,228.30","34,598.00","32,662.80",63.24K,-3.26%
07/11/21,"34,227.70","33,510.80","34,580.60","33,319.80",35.72K,2.14%
07/10/21,"33,510.60","33,797.70","34,221.00","33,056.80",50.94K,-0.85%
07/09/21,"33,797.40","32,866.30","34,079.20","32,367.00",67.14K,2.83%
07/08/21,"32,866.30","33,859.40","33,923.20","32,146.90",108.09K,-2.96%
07/07/21,"33,867.80","34,228.70","35,036.60","33,801.30",72.03K,-1.05%
07/06/21,"34,225.60","33,688.50","35,062.00","33,581.70",83.63K,1.60%
07/05/21,"33,687.80","35,297.00","35,300.50","33,164.10",88.36K,-4.56%
07/04/21,"35,298.20","34,742.80","35,957.60","34,740.10",56.13K,1.60%
07/03/21,"34,742.80","33,814.20","34,909.80","33,363.30",55.69K,2.75%
07/02/21,"33,813.40","33,542.20","33,925.90","32,734.60",78.93K,0.80%
07/01/21,"33,543.60","35,030.70","35,032.70","32,839.20",27.41K,-4.23%
06/30/21,"35,026.90","35,832.60","36,089.50","34,126.60",107.07K,-2.25%
06/29/21,"35,834.70","34,477.30","36,590.30","34,247.60",97.27K,3.94%
06/28/21,"34,475.90","34,682.20","35,231.20","33,944.90",112.00K,-0.58%
06/27/21,"34,678.50","32,247.10","34,685.50","32,041.70",148.80K,7.55%
06/26/21,"32,243.40","31,592.10","32,643.00","30,206.90",156.67K,2.06%
06/25/21,"31,594.00","34,660.50","35,490.90","31,337.90",193.43K,-8.86%
06/24/21,"34,665.80","33,678.10","35,249.90","32,356.70",119.25K,2.94%
06/23/21,"33,674.30","32,498.30","34,784.30","31,736.50",173.34K,3.62%
06/22/21,"32,496.40","31,682.70","33,272.50","28,901.80",309.65K,2.54%
06/21/21,"31,692.00","35,597.90","35,708.40","31,284.10",256.87K,-10.97%
06/20/21,"35,595.80","35,510.90","36,097.90","33,378.00",137.48K,0.23%
06/19/21,"35,513.40","35,770.00","36,357.30","34,845.50",105.46K,-0.66%
06/18/21,"35,749.40","38,045.50","38,166.00","35,198.50",102.84K,-6.05%
06/17/21,"38,052.00","38,337.80","39,529.90","37,425.30",109.58K,-0.74%
06/16/21,"38,336.00","40,148.10","40,494.40","38,156.40",123.52K,-4.53%
06/15/21,"40,156.10","40,522.50","41,318.00","39,589.90",117.55K,-0.92%
06/14/21,"40,529.40","39,024.10","40,970.40","38,769.90",157.35K,3.86%
06/13/21,"39,022.90","35,467.50","39,321.60","34,827.00",123.32K,10.02%
06/12/21,"35,467.50","37,334.40","37,437.30","34,703.30",87.73K,-4.95%
06/11/21,"37,314.60","36,654.30","37,641.10","36,003.30",109.15K,1.81%
06/10/21,"36,649.40","37,375.20","38,340.80","35,824.00",154.32K,-1.83%
06/09/21,"37,332.20","33,385.50","37,517.60","32,428.60",209.82K,11.83%
06/08/21,"33,382.90","33,574.60","34,047.80","31,158.10",193.54K,-0.58%
06/07/21,"33,578.00","35,815.40","36,754.60","33,410.10",119.50K,-6.25%
06/06/21,"35,815.40","35,518.70","36,434.00","35,265.30",62.20K,0.83%
06/05/21,"35,520.00","36,841.20","37,887.60","34,832.00",101.48K,-3.61%
06/04/21,"36,851.30","39,191.40","39,255.40","35,659.90",127.71K,-5.96%
06/03/21,"39,187.30","37,555.70","39,462.30","37,193.60",106.44K,4.34%
06/02/21,"37,555.80","36,687.70","38,199.90","35,981.10",96.89K,2.37%
06/01/21,"36,687.60","37,294.30","37,850.30","35,742.70",113.48K,-1.64%
05/31/21,"37,298.60","35,644.00","37,480.70","34,213.20",131.70K,4.62%
05/30/21,"35,652.80","34,589.30","36,388.60","33,441.00",104.18K,3.09%
05/29/21,"34,584.60","35,664.50","37,227.10","33,664.20",160.43K,-3.02%
05/28/21,"35,662.50","38,543.20","38,844.10","34,772.40",199.58K,-7.17%
05/27/21,"38,417.30","39,249.00","40,322.20","37,190.80",122.93K,-2.12%
05/26/21,"39,249.20","38,375.70","40,750.00","37,847.00",153.80K,2.27%
05/25/21,"38,378.30","38,753.60","39,740.80","36,540.70",163.01K,-0.96%
05/24/21,"38,750.60","34,720.30","39,851.70","34,474.60",244.88K,11.74%
05/23/21,"34,679.70","37,446.80","38,248.70","31,192.40",325.73K,-7.39%
05/22/21,"37,448.30","37,291.00","38,776.00","35,314.90",185.83K,0.40%
05/21/21,"37,297.40","40,611.20","42,108.30","33,592.30",315.50K,-8.40%
05/20/21,"40,717.20","36,706.80","42,425.90","35,010.40",269.75K,10.88%
05/19/21,"36,720.50","42,898.30","43,516.60","30,261.70",607.10K,-14.40%
05/18/21,"42,897.30","43,538.50","45,770.90","42,293.90",154.96K,-1.48%
05/17/21,"43,541.30","46,424.20","46,545.40","42,201.50",274.76K,-6.21%
05/16/21,"46,426.40","46,729.30","49,764.30","43,920.80",180.07K,-0.60%
05/15/21,"46,708.80","49,839.10","50,640.90","46,650.20",131.91K,-6.28%
05/14/21,"49,839.80","49,704.90","51,459.20","48,874.00",118.84K,0.27%
05/13/21,"49,704.60","49,398.20","51,337.30","46,331.10",236.71K,0.65%
05/12/21,"49,384.20","56,694.50","57,938.50","49,187.00",160.74K,-12.90%
05/11/21,"56,695.70","55,846.10","56,871.10","54,550.40",96.47K,1.52%
05/10/21,"55,848.90","58,251.20","59,523.90","53,678.30",142.61K,-4.10%
05/09/21,"58,238.30","58,840.60","59,227.00","56,414.40",103.59K,-1.02%
05/08/21,"58,840.10","57,330.30","59,471.10","56,972.20",101.27K,2.62%
05/07/21,"57,337.20","56,411.40","58,639.30","55,300.10",110.01K,1.65%
05/06/21,"56,405.40","57,441.00","58,364.90","55,294.50",109.02K,-1.80%
05/05/21,"57,441.30","53,872.50","57,936.40","53,872.50",119.82K,6.88%
05/04/21,"53,741.50","57,170.60","57,201.30","53,741.50",132.33K,-6.00%
05/03/21,"57,169.80","56,605.80","58,925.10","56,562.40",89.24K,1.00%
05/02/21,"56,603.80","57,807.20","57,868.40","56,110.50",53.61K,-2.08%
05/01/21,"57,807.10","57,719.10","58,449.40","57,029.50",63.41K,0.15%
04/30/21,"57,720.30","53,562.30","57,925.60","53,088.70",103.74K,7.77%
04/29/21,"53,560.80","54,838.60","55,173.70","52,400.00",83.90K,-2.34%
04/28/21,"54,841.40","55,036.00","56,419.90","53,876.40",86.96K,-0.35%
04/27/21,"55,036.50","54,011.10","55,427.80","53,345.00",84.08K,1.88%
04/26/21,"54,020.50","48,963.50","54,320.90","48,815.90",129.76K,10.33%
04/25/21,"48,963.60","50,088.20","50,532.40","47,098.50",59.20K,-2.25%
04/24/21,"50,088.90","51,140.80","51,183.00","48,775.20",82.25K,-2.06%
04/23/21,"51,143.60","51,707.10","52,099.90","47,659.40",214.46K,-1.13%
04/22/21,"51,729.50","53,821.30","55,408.40","50,590.90",168.13K,-3.88%
04/21/21,"53,820.20","56,479.50","56,764.40","53,657.60",100.26K,-4.71%
04/20/21,"56,483.20","55,645.10","57,054.90","53,422.50",115.49K,1.50%
04/19/21,"55,646.10","56,208.10","57,517.00","54,272.30",117.51K,-1.00%
04/18/21,"56,207.10","60,043.20","60,362.10","51,817.60",216.81K,-6.39%
04/17/21,"60,041.90","61,358.30","62,509.10","59,672.10",84.08K,-2.18%
04/16/21,"61,379.70","63,211.60","63,518.50","60,027.30",136.85K,-2.90%
04/15/21,"63,216.00","62,978.60","63,729.10","62,067.50",76.97K,0.37%
04/14/21,"62,980.40","63,544.20","64,778.00","61,366.30",130.43K,-0.88%
04/13/21,"63,540.90","59,863.60","63,659.00","59,839.40",126.56K,6.14%
04/12/21,"59,863.80","59,982.10","61,259.90","59,569.20",81.88K,-0.19%
04/11/21,"59,978.70","59,772.40","60,667.10","59,250.30",58.20K,0.39%
04/10/21,"59,748.40","58,127.40","61,229.00","57,900.00",103.72K,2.80%
04/09/21,"58,118.70","58,076.80","58,890.90","57,686.00",59.22K,0.07%
04/08/21,"58,077.40","55,948.00","58,136.70","55,721.60",64.78K,3.80%
04/07/21,"55,948.70","57,996.30","58,627.70","55,489.30",110.69K,-3.53%
04/06/21,"57,996.30","59,169.00","59,487.00","57,403.30",77.15K,-1.69%
04/05/21,"58,993.40","58,202.30","59,205.10","56,842.70",54.13K,1.36%
04/04/21,"58,199.90","57,059.70","58,464.80","56,470.60",57.21K,2.00%
04/03/21,"57,059.90","58,976.80","59,770.50","56,906.70",68.74K,-3.25%
04/02/21,"58,977.30","58,718.20","60,134.90","58,466.50",72.37K,0.44%
04/01/21,"58,718.30","58,763.20","59,406.50","58,040.70",69.04K,-0.08%
03/31/21,"58,763.70","58,771.40","59,795.60","56,991.60",98.06K,-0.01%
03/30/21,"58,771.30","57,614.60","59,366.90","57,077.10",86.21K,2.00%
03/29/21,"57,616.20","55,764.70","58,392.60","54,951.10",107.91K,3.32%
03/28/21,"55,765.20","55,856.90","56,504.20","54,711.30",58.71K,-0.17%
03/27/21,"55,862.90","55,033.80","56,531.10","54,010.20",73.87K,1.50%
03/26/21,"55,036.10","51,317.40","55,074.10","51,302.00",100.30K,7.24%
03/25/21,"51,322.30","52,330.00","53,175.40","50,441.30",143.35K,-1.92%
03/24/21,"52,325.40","54,309.10","57,169.40","51,725.40",137.91K,-3.91%
03/23/21,"54,452.50","54,117.50","55,813.80","52,992.30",84.84K,0.54%
03/22/21,"54,158.30","57,379.30","58,379.90","53,784.20",95.53K,-5.62%
03/21/21,"57,383.80","58,097.40","58,583.80","55,583.30",77.47K,-1.22%
03/20/21,"58,093.40","58,084.10","59,882.10","57,863.00",67.83K,0.01%
03/19/21,"58,088.00","57,645.00","59,448.30","56,305.10",83.98K,0.75%
03/18/21,"57,656.00","58,911.80","60,088.00","57,099.60",102.62K,-2.13%
03/17/21,"58,913.50","56,892.90","58,933.20","54,253.20",118.26K,3.56%
03/16/21,"56,889.70","55,619.50","56,889.70","53,342.60",128.51K,1.97%
03/15/21,"55,791.30","59,117.40","60,565.90","55,088.80",117.71K,-5.62%
03/14/21,"59,113.70","61,192.70","61,673.70","59,113.70",80.29K,-3.40%
03/13/21,"61,195.30","57,267.40","61,795.80","56,118.80",134.64K,6.86%
03/12/21,"57,265.10","57,806.20","58,052.30","55,134.50",116.96K,-0.92%
03/11/21,"57,799.50","55,851.20","58,135.00","54,351.80",129.63K,3.49%
03/10/21,"55,851.90","54,882.70","57,328.70","53,073.60",140.96K,1.77%
03/09/21,"54,879.00","52,352.40","54,880.60","51,941.30",114.06K,4.91%
03/08/21,"52,311.00","50,988.90","52,384.90","49,338.10",68.14K,2.61%
03/07/21,"50,982.30","48,899.00","51,434.10","48,890.60",82.91K,4.35%
03/06/21,"48,855.60","48,798.70","49,191.80","47,132.80",66.66K,0.13%
03/05/21,"48,792.50","48,363.60","49,429.40","46,370.10",113.64K,0.75%
03/04/21,"48,428.00","50,388.00","51,757.70","47,521.80",9.56K,-3.90%
03/03/21,"50,395.10","48,422.20","52,567.90","48,159.20",44.93K,4.07%
03/02/21,"48,424.20","49,595.60","50,191.90","47,100.60",102.10K,-2.36%
03/01/21,"49,595.50","45,160.50","49,774.00","45,008.80",137.52K,9.81%
